db_id,uniprot_accession,uniprot_id
DB01039,O43923,O43923_HUMAN
DB01041,P01375,TNFA_HUMAN
DB01041,P19838,NFKB1_HUMAN
DB01041,P35354,PGH2_HUMAN
DB01043,Q8TCU5,NMD3A_HUMAN
DB01043,Q12879,NMDE1_HUMAN
DB01043,Q13224,NMDE2_HUMAN
DB01044,P02768,ALBU_HUMAN
DB01044,P11388,TOP2A_HUMAN
DB01045,P08183,MDR1_HUMAN
DB01045,O75469,PXR_HUMAN
DB01046,P51788,CLCN2_HUMAN
DB01047,P08185,CBG_HUMAN
DB01047,P47712,PA24A_HUMAN
DB01049,P08908,5HT1A_HUMAN
DB01049,O94956,SO2B1_HUMAN
DB01050,P23219,PGH1_HUMAN
DB01050,P35354,PGH2_HUMAN
DB01050,P02768,ALBU_HUMAN
DB01054,Q06432,CCG1_HUMAN
DB01054,Q9UNQ0,ABCG2_HUMAN
DB01056,Q14524,SCN5A_HUMAN
DB01057,P06276,CHLE_HUMAN
DB01058,P09210,GSTA2_HUMAN
DB01059,P11388,TOP2A_HUMAN
DB01062,P11229,ACM1_HUMAN
DB01062,P08172,ACM2_HUMAN
DB01062,P20309,ACM3_HUMAN
DB01063,P14416,DRD2_HUMAN
DB01063,P21728,DRD1_HUMAN
DB01064,P08588,ADRB1_HUMAN
DB01064,P07550,ADRB2_HUMAN
DB01064,P27361,MK03_HUMAN
DB01064,P27986,P85A_HUMAN
DB01065,P48039,MTR1A_HUMAN
DB01065,P03372,ESR1_HUMAN
DB01065,P42574,CASP3_HUMAN
DB01065,P99999,CYC_HUMAN
DB01067,P48048,IRK1_HUMAN
DB01068,P14867,GBRA1_HUMAN
DB01068,P02768,ALBU_HUMAN
DB01069,P14416,DRD2_HUMAN
DB01069,P35367,HRH1_HUMAN
DB01069,P08173,ACM4_HUMAN
DB01069,P11229,ACM1_HUMAN
DB01069,P08912,ACM5_HUMAN
DB01069,P35348,ADA1A_HUMAN
DB01069,P28223,5HT2A_HUMAN
DB01069,P08172,ACM2_HUMAN
DB01069,P20309,ACM3_HUMAN
DB01069,P62158,CALM_HUMAN
DB01070,P11473,VDR_HUMAN
DB01071,P35367,HRH1_HUMAN
DB01072,P08183,MDR1_HUMAN
DB01073,P09884,DPOLA_HUMAN
DB01073,P23921,RIR1_HUMAN
DB01073,P42224,STAT1_HUMAN
DB01073,P00813,ADA_HUMAN
DB01074,P50416,CPT1A_HUMAN
DB01074,P23786,CPT2_HUMAN
DB01075,P35367,HRH1_HUMAN
DB01076,P04035,HMDH_HUMAN
DB01076,P01019,ANGT_HUMAN
DB01076,P01375,TNFA_HUMAN
DB01076,P04114,APOB_HUMAN
DB01076,P05121,PAI1_HUMAN
DB01076,P05184,CP3A3_HUMAN
DB01076,P13500,CCL2_HUMAN
DB01076,P15692,VEGFA_HUMAN
DB01076,P27169,PON1_HUMAN
DB01076,P29965,CD40L_HUMAN
DB01076,P37231,PPARG_HUMAN
DB01076,P61586,RHOA_HUMAN
DB01076,Q07869,PPARA_HUMAN
DB01076,P33993,MCM7_HUMAN
DB01076,Q14566,MCM6_HUMAN
DB01078,P05023,AT1A1_HUMAN
DB01079,P28221,5HT1D_HUMAN
DB01079,Q13639,5HT4R_HUMAN
DB01079,P08908,5HT1A_HUMAN
DB01079,P31645,SC6A4_HUMAN
DB01079,P41595,5HT2B_HUMAN
DB01080,P80404,GABT_HUMAN
DB01081,P35372,OPRM_HUMAN
DB01083,P16233,LIPP_HUMAN
DB01083,P06858,LIPL_HUMAN
DB01083,P49327,FAS_HUMAN
DB01084,P35367,HRH1_HUMAN
DB01085,P11229,ACM1_HUMAN
DB01085,P08172,ACM2_HUMAN
DB01086,Q9Y5Y9,SC10A_HUMAN
DB01087,P69905,HBA_HUMAN
DB01088,P43116,PE2R2_HUMAN
DB01088,P43119,PI2R_HUMAN
DB01088,P00750,TPA_HUMAN
DB01088,P27815,PDE4A_HUMAN
DB01089,P12821,ACE_HUMAN
DB01090,Q9GZZ6,ACH10_HUMAN
DB01091,Q14534,ERG1_HUMAN
DB01092,P05023,AT1A1_HUMAN
DB01092,P01019,ANGT_HUMAN
DB01092,P01042,KNG1_HUMAN
DB01093,P02766,TTHY_HUMAN
DB01093,P42330,AK1C3_HUMAN
DB01093,P05121,PAI1_HUMAN
DB01093,P00374,DYR_HUMAN
DB01093,Q02790,FKBP4_HUMAN
DB01094,P55157,MTP_HUMAN
DB01095,P04035,HMDH_HUMAN
DB01097,Q02127,PYRD_HUMAN
DB01097,P09917,LOX5_HUMAN
DB01098,P04035,HMDH_HUMAN
DB01098,P29474,NOS3_HUMAN
DB01098,Q9UNQ0,ABCG2_HUMAN
DB01099,P26358,DNMT1_HUMAN
DB01100,P14416,DRD2_HUMAN
DB01100,O43497,CAC1G_HUMAN
DB01100,P41143,OPRD_HUMAN
DB01100,P62158,CALM_HUMAN
DB01100,Q12809,KCNH2_HUMAN
DB01101,P04818,TYSY_HUMAN
DB01101,Q12882,DPYD_HUMAN
DB01102,P08588,ADRB1_HUMAN
DB01103,P08183,MDR1_HUMAN
DB01103,P47712,PA24A_HUMAN
DB01103,Q15111,Q15111_HUMAN
DB01103,P11229,ACM1_HUMAN
DB01103,P09917,LOX5_HUMAN
DB01104,P31645,SC6A4_HUMAN
DB01104,P05184,CP3A3_HUMAN
DB01104,P08908,5HT1A_HUMAN
DB01105,P31645,SC6A4_HUMAN
DB01105,P23975,SC6A2_HUMAN
DB01106,O95665,NTR2_HUMAN
DB01106,P35367,HRH1_HUMAN
DB01107,P14867,GBRA1_HUMAN
DB01108,P14060,3BHS1_HUMAN
DB01108,P01189,COLI_HUMAN
DB01108,P26439,3BHS2_HUMAN
DB01108,Q92731,ESR2_HUMAN
DB01109,P01008,ANT3_HUMAN
DB01109,P00734,THRB_HUMAN
DB01109,P00742,FA10_HUMAN
DB01109,P16109,LYAM3_HUMAN
DB01109,P00740,FA9_HUMAN
DB01110,P62158,CALM_HUMAN
DB01110,P98194,AT2C1_HUMAN
DB01110,Q16850,CP51A_HUMAN
DB01113,Q07343,PDE4B_HUMAN
DB01114,P35367,HRH1_HUMAN
DB01116,Q9GZZ6,ACH10_HUMAN
DB01117,P00156,CYB_HUMAN
DB01117,P31930,UQCR1_HUMAN
DB01117,Q02127,PYRD_HUMAN
DB01118,P35348,ADA1A_HUMAN
DB01118,P08588,ADRB1_HUMAN
DB01118,Q12809,KCNH2_HUMAN
DB01119,P55017,S12A3_HUMAN
DB01119,P00915,CAH1_HUMAN
DB01119,P00918,CAH2_HUMAN
DB01119,P22748,CAH4_HUMAN
DB01119,Q12791,KCMA1_HUMAN
DB01119,P05023,AT1A1_HUMAN
DB01119,Q14654,IRK11_HUMAN
DB01120,P48048,IRK1_HUMAN
DB01120,Q09428,ABCC8_HUMAN
DB01120,P02768,ALBU_HUMAN
DB01120,P15692,VEGFA_HUMAN
DB01121,P35498,SCN1A_HUMAN
DB01122,P22303,ACES_HUMAN
DB01123,P00734,THRB_HUMAN
DB01124,P48048,IRK1_HUMAN
DB01125,P38435,VKGC_HUMAN
DB01128,P10275,ANDR_HUMAN
DB01128,P05231,IL6_HUMAN
DB01128,Q92731,ESR2_HUMAN
DB01129,P51164,ATP4B_HUMAN
DB01129,P20648,ATP4A_HUMAN
DB01130,P04083,ANXA1_HUMAN
DB01131,P00374,DYR_HUMAN
DB01132,P37231,PPARG_HUMAN
DB01133,P18031,PTN1_HUMAN
DB01134,P08235,MCR_HUMAN
DB01135,Q15822,ACHA2_HUMAN
DB01135,P08172,ACM2_HUMAN
DB01136,P35348,ADA1A_HUMAN
DB01136,P08588,ADRB1_HUMAN
DB01136,O95298,NDUC2_HUMAN
DB01136,P07550,ADRB2_HUMAN
DB01136,P08183,MDR1_HUMAN
DB01136,P15692,VEGFA_HUMAN
DB01136,P16860,ANFB_HUMAN
DB01136,P17302,CXA1_HUMAN
DB01136,Q12809,KCNH2_HUMAN
DB01137,P11388,TOP2A_HUMAN
DB01138,P33527,MRP1_HUMAN
DB01138,Q92887,MRP2_HUMAN
DB01140,P46059,S15A1_HUMAN
DB01140,Q16348,S15A2_HUMAN
DB01142,P31645,SC6A4_HUMAN
DB01142,P23975,SC6A2_HUMAN
DB01142,P35367,HRH1_HUMAN
DB01142,P25021,HRH2_HUMAN
DB01143,P22413,ENPP1_HUMAN
DB01144,P00915,CAH1_HUMAN
DB01146,P35367,HRH1_HUMAN
DB01147,P02768,ALBU_HUMAN
DB01148,P11229,ACM1_HUMAN
DB01148,P08172,ACM2_HUMAN
DB01149,P28223,5HT2A_HUMAN
DB01149,P31645,SC6A4_HUMAN
DB01149,P23975,SC6A2_HUMAN
DB01149,P35348,ADA1A_HUMAN
DB01149,P35368,ADA1B_HUMAN
DB01151,P11229,ACM1_HUMAN
DB01151,P23975,SC6A2_HUMAN
DB01151,P07550,ADRB2_HUMAN
DB01151,P08172,ACM2_HUMAN
DB01151,P31645,SC6A4_HUMAN
DB01151,P35367,HRH1_HUMAN
DB01151,P08588,ADRB1_HUMAN
DB01151,P17405,ASM_HUMAN
DB01154,P14867,GBRA1_HUMAN
DB01156,Q01959,SC6A3_HUMAN
DB01156,P23975,SC6A2_HUMAN
DB01157,P00374,DYR_HUMAN
DB01158,P08588,ADRB1_HUMAN
DB01158,P07550,ADRB2_HUMAN
DB01158,P05023,AT1A1_HUMAN
DB01159,P42261,GRIA1_HUMAN
DB01159,P14867,GBRA1_HUMAN
DB01159,P23415,GLRA1_HUMAN
DB01159,Q5SQR9,Q5SQR9_HUMAN
DB01159,P98194,AT2C1_HUMAN
DB01159,O15554,KCNN4_HUMAN
DB01159,P30049,ATPD_HUMAN
DB01159,P02768,ALBU_HUMAN
DB01159,P08100,OPSD_HUMAN
DB01159,P48051,IRK6_HUMAN
DB01159,P48549,IRK3_HUMAN
DB01159,P59768,GBG2_HUMAN
DB01159,Q6W5P4,NPSR1_HUMAN
DB01160,P43119,PI2R_HUMAN
DB01161,Q9Y5Y9,SC10A_HUMAN
DB01161,Q9GZZ6,ACH10_HUMAN
DB01161,Q01959,SC6A3_HUMAN
DB01161,Q8TCU5,NMD3A_HUMAN
DB01161,P46098,5HT3R_HUMAN
DB01162,P35348,ADA1A_HUMAN
DB01162,P35368,ADA1B_HUMAN
DB01162,P25100,ADA1D_HUMAN
DB01165,P11388,TOP2A_HUMAN
DB01166,Q07343,PDE4B_HUMAN
DB01166,P27815,PDE4A_HUMAN
DB01166,Q14432,PDE3A_HUMAN
DB01167,P08183,MDR1_HUMAN
DB01167,Q16850,CP51A_HUMAN
DB01169,O14920,IKKB_HUMAN
DB01169,P05231,IL6_HUMAN
DB01169,P05412,JUN_HUMAN
DB01169,P08183,MDR1_HUMAN
DB01169,P27361,MK03_HUMAN
DB01169,P28482,MK01_HUMAN
DB01169,P31749,AKT1_HUMAN
DB01169,P98194,AT2C1_HUMAN
DB01170,P35348,ADA1A_HUMAN
DB01170,P18825,ADA2C_HUMAN
DB01170,P23975,SC6A2_HUMAN
DB01170,P25100,ADA1D_HUMAN
DB01170,P08913,ADA2A_HUMAN
DB01170,P18089,ADA2B_HUMAN
DB01170,P35368,ADA1B_HUMAN
DB01171,P21397,AOFA_HUMAN
DB01173,Q05586,NMDZ1_HUMAN
DB01173,O15399,NMDE4_HUMAN
DB01173,O60391,NMD3B_HUMAN
DB01173,Q8TCU5,NMD3A_HUMAN
DB01173,P35367,HRH1_HUMAN
DB01173,Q14097,Q14097_HUMAN
DB01174,P14867,GBRA1_HUMAN
DB01175,P31645,SC6A4_HUMAN
DB01176,P35367,HRH1_HUMAN
DB01176,P20309,ACM3_HUMAN
DB01176,P11229,ACM1_HUMAN
DB01176,P08172,ACM2_HUMAN
DB01177,P11388,TOP2A_HUMAN
DB01179,P11388,TOP2A_HUMAN
DB01180,P12821,ACE_HUMAN
DB01181,P26358,DNMT1_HUMAN
DB01182,Q14524,SCN5A_HUMAN
DB01182,Q12809,KCNH2_HUMAN
DB01182,P08183,MDR1_HUMAN
DB01183,P35372,OPRM_HUMAN
DB01183,P03372,ESR1_HUMAN
DB01183,P16220,CREB1_HUMAN
DB01183,P41143,OPRD_HUMAN
DB01184,P14416,DRD2_HUMAN
DB01185,P03372,ESR1_HUMAN
DB01185,P10275,ANDR_HUMAN
DB01185,P16471,PRLR_HUMAN
DB01186,P14416,DRD2_HUMAN
DB01186,P21728,DRD1_HUMAN
DB01188,P16050,LOX15_HUMAN
DB01188,P23219,PGH1_HUMAN
DB01188,P35354,PGH2_HUMAN
DB01189,P98194,AT2C1_HUMAN
DB01189,P23415,GLRA1_HUMAN
DB01189,P42261,GRIA1_HUMAN
DB01189,P14867,GBRA1_HUMAN
DB01189,Q09470,KCNA1_HUMAN
DB01189,P30049,ATPD_HUMAN
DB01191,P31645,SC6A4_HUMAN
DB01191,P28222,5HT1B_HUMAN
DB01191,P28335,5HT2C_HUMAN
DB01192,P35372,OPRM_HUMAN
DB01193,P08588,ADRB1_HUMAN
DB01194,P00915,CAH1_HUMAN
DB01194,P00918,CAH2_HUMAN
DB01195,Q14524,SCN5A_HUMAN
DB01196,Q92731,ESR2_HUMAN
DB01196,P03372,ESR1_HUMAN
DB01196,P08183,MDR1_HUMAN
DB01197,P22966,ACET_HUMAN
DB01197,P02768,ALBU_HUMAN
DB01197,P05023,AT1A1_HUMAN
DB01197,P12821,ACE_HUMAN
DB01199,Q15822,ACHA2_HUMAN
DB01199,P22303,ACES_HUMAN
DB01199,P46098,5HT3R_HUMAN
DB01200,P14416,DRD2_HUMAN
DB01200,P05184,CP3A3_HUMAN
DB01200,P16220,CREB1_HUMAN
DB01200,P51828,ADCY7_HUMAN
DB01200,P61278,SMS_HUMAN
DB01202,P35498,SCN1A_HUMAN
DB01202,P00915,CAH1_HUMAN
DB01202,O43497,CAC1G_HUMAN
DB01202,Q7L0J3,SV2A_HUMAN
DB01203,P08588,ADRB1_HUMAN
DB01203,P07550,ADRB2_HUMAN
DB01204,P11388,TOP2A_HUMAN
DB01204,Q9UNQ0,ABCG2_HUMAN
DB01205,P14867,GBRA1_HUMAN
DB01207,O14987,O14987_HUMAN
DB01207,P21731,TA2R_HUMAN
DB01208,P11388,TOP2A_HUMAN
DB01209,P35372,OPRM_HUMAN
DB01209,P41145,OPRK_HUMAN
DB01210,P08588,ADRB1_HUMAN
DB01210,P07550,ADRB2_HUMAN
DB01213,P07327,ADH1A_HUMAN
DB01213,P00325,ADH1B_HUMAN
DB01213,P00326,ADH1G_HUMAN
DB01213,P04040,CATA_HUMAN
DB01214,P08588,ADRB1_HUMAN
DB01214,P07550,ADRB2_HUMAN
DB01216,P10275,ANDR_HUMAN
DB01217,P11511,CP19A_HUMAN
DB01218,Q12809,KCNH2_HUMAN
DB01219,P21817,RYR1_HUMAN
DB01219,P02768,ALBU_HUMAN
DB01221,Q8TCU5,NMD3A_HUMAN
DB01221,P25103,NK1R_HUMAN
DB01222,P04150,GCR_HUMAN
DB01223,Q14432,PDE3A_HUMAN
DB01223,P33765,AA3R_HUMAN
DB01223,P30542,AA1R_HUMAN
DB01224,P28223,5HT2A_HUMAN
DB01224,P28335,5HT2C_HUMAN
DB01224,P14416,DRD2_HUMAN
DB01224,P41595,5HT2B_HUMAN
DB01224,P08908,5HT1A_HUMAN
DB01224,P21728,DRD1_HUMAN
DB01224,P35368,ADA1B_HUMAN
DB01224,P35367,HRH1_HUMAN
DB01225,P01008,ANT3_HUMAN
DB01225,P00734,THRB_HUMAN
DB01225,P00742,FA10_HUMAN
DB01226,Q15822,ACHA2_HUMAN
DB01226,P08172,ACM2_HUMAN
DB01227,P35372,OPRM_HUMAN
DB01228,Q14524,SCN5A_HUMAN
DB01229,Q9H4B7,TBB1_HUMAN
DB01231,P08172,ACM2_HUMAN
DB01231,P11229,ACM1_HUMAN
DB01231,P20309,ACM3_HUMAN
DB01232,P01375,TNFA_HUMAN
DB01232,P02768,ALBU_HUMAN
DB01232,P08183,MDR1_HUMAN
DB01232,P33527,MRP1_HUMAN
DB01232,Q92887,MRP2_HUMAN
DB01232,Q9UNQ0,ABCG2_HUMAN
DB01233,P11229,ACM1_HUMAN
DB01233,P14416,DRD2_HUMAN
DB01234,P04150,GCR_HUMAN
DB01234,P04083,ANXA1_HUMAN
DB01234,P35228,NOS2A_HUMAN
DB01234,P48061,SDF1_HUMAN
DB01234,P51843,DAX1_HUMAN
DB01234,P19838,NFKB1_HUMAN
DB01235,P21728,DRD1_HUMAN
DB01235,P14416,DRD2_HUMAN
DB01235,P21964,COMT_HUMAN
DB01235,P00439,PH4H_HUMAN
DB01236,P98194,AT2C1_HUMAN
DB01236,P23415,GLRA1_HUMAN
DB01236,P42261,GRIA1_HUMAN
DB01236,P14867,GBRA1_HUMAN
DB01236,Q09470,KCNA1_HUMAN
DB01236,P30049,ATPD_HUMAN
DB01237,P35367,HRH1_HUMAN
DB01238,P14416,DRD2_HUMAN
DB01238,P08908,5HT1A_HUMAN
DB01238,P28223,5HT2A_HUMAN
DB01239,P21728,DRD1_HUMAN
DB01239,P14416,DRD2_HUMAN
DB01239,P35462,DRD3_HUMAN
DB01239,P28223,5HT2A_HUMAN
DB01239,P41595,5HT2B_HUMAN
DB01239,P28335,5HT2C_HUMAN
DB01239,P35367,HRH1_HUMAN
DB01240,Q9H244,P2Y12_HUMAN
DB01240,P35354,PGH2_HUMAN
DB01240,P43119,PI2R_HUMAN
DB01241,P06858,LIPL_HUMAN
DB01241,Q07869,PPARA_HUMAN
DB01241,Q9Y6L6,SO1B1_HUMAN
DB01242,P31645,SC6A4_HUMAN
DB01242,P23975,SC6A2_HUMAN
DB01242,Q5TZY3,Q5TZY3_HUMAN
DB01242,P28223,5HT2A_HUMAN
DB01244,O00555,CAC1A_HUMAN
DB01244,Q14524,SCN5A_HUMAN
DB01244,P05023,AT1A1_HUMAN
DB01244,P51787,KCNQ1_HUMAN
DB01244,P63316,TNNC1_HUMAN
DB01244,P62158,CALM_HUMAN
DB01245,Q15822,ACHA2_HUMAN
DB01245,P22303,ACES_HUMAN
DB01246,P35367,HRH1_HUMAN
DB01247,P21397,AOFA_HUMAN
DB01247,P27338,AOFB_HUMAN
DB01248,Q9H4B7,TBB1_HUMAN
DB01252,Q09428,ABCC8_HUMAN
DB01252,Q14654,IRK11_HUMAN
DB01254,P00519,ABL1_HUMAN
DB01254,P42684,ABL2_HUMAN
DB01254,P12931,SRC_HUMAN
DB01254,P06241,FYN_HUMAN
DB01254,P06239,LCK_HUMAN
DB01254,P07947,YES_HUMAN
DB01254,P10721,KIT_HUMAN
DB01254,P09619,PGFRB_HUMAN
DB01254,P29317,EPHA2_HUMAN
DB01254,P51692,STA5B_HUMAN
DB01255,P35348,ADA1A_HUMAN
DB01255,P35368,ADA1B_HUMAN
DB01255,Q01959,SC6A3_HUMAN
DB01258,P00797,RENI_HUMAN
DB01258,P01019,ANGT_HUMAN
DB01259,P00533,EGFR_HUMAN
DB01259,P04626,ERBB2_HUMAN
DB01260,P04083,ANXA1_HUMAN
DB01261,P27487,DPP4_HUMAN
DB01262,P26358,DNMT1_HUMAN
DB01267,P14416,DRD2_HUMAN
DB01267,P28223,5HT2A_HUMAN
DB01268,P09619,PGFRB_HUMAN
DB01268,P17948,VGFR1_HUMAN
DB01268,P35968,VGFR2_HUMAN
DB01268,P35916,VGFR3_HUMAN
DB01268,P10721,KIT_HUMAN
DB01268,P36888,FLT3_HUMAN
DB01268,P07333,CSF1R_HUMAN
DB01268,P16234,PGFRA_HUMAN
DB01268,P07949,RET_HUMAN
DB01273,P43681,ACHA4_HUMAN
DB01273,P36544,ACHA7_HUMAN
DB01274,P07550,ADRB2_HUMAN
DB01275,Q16853,AOC3_HUMAN
DB01275,P13674,P4HA1_HUMAN
DB01282,P30559,OXYR_HUMAN
DB01283,P35354,PGH2_HUMAN
DB01283,P23219,PGH1_HUMAN
DB01284,Q01718,ACTHR_HUMAN
DB01288,P07550,ADRB2_HUMAN
DB01291,P07550,ADRB2_HUMAN
DB01295,P08588,ADRB1_HUMAN
DB01297,P08588,ADRB1_HUMAN
DB01320,Q14524,SCN5A_HUMAN
DB01325,P55017,S12A3_HUMAN
DB01325,P00915,CAH1_HUMAN
DB01325,P00918,CAH2_HUMAN
DB01325,P22748,CAH4_HUMAN
DB01325,Q12791,KCMA1_HUMAN
DB01327,O15439,MRP4_HUMAN
DB01327,P02768,ALBU_HUMAN
DB01327,P27169,PON1_HUMAN
DB01328,P02768,ALBU_HUMAN
DB01329,P02768,ALBU_HUMAN
DB01337,Q15822,ACHA2_HUMAN
DB01338,Q15822,ACHA2_HUMAN
DB01342,P30556,AGTR1_HUMAN
DB01348,P12821,ACE_HUMAN
DB01353,P14867,GBRA1_HUMAN
DB01355,P14867,GBRA1_HUMAN
DB01355,Q9UBB5,MBD2_HUMAN
DB01359,P02763,A1AG1_HUMAN
DB01359,P08588,ADRB1_HUMAN
DB01359,P07550,ADRB2_HUMAN
DB01365,P35348,ADA1A_HUMAN
DB01366,P07550,ADRB2_HUMAN
DB01366,P01375,TNFA_HUMAN
DB01366,P01584,IL1B_HUMAN
DB01367,P27338,AOFB_HUMAN
DB01382,P48048,IRK1_HUMAN
DB01384,P08185,CBG_HUMAN
DB01388,O43497,CAC1G_HUMAN
DB01388,O95180,CAC1H_HUMAN
DB01388,Q13936,CAC1C_HUMAN
DB01388,Q02641,CACB1_HUMAN
DB01388,Q14524,SCN5A_HUMAN
DB01392,P08913,ADA2A_HUMAN
DB01392,P18089,ADA2B_HUMAN
DB01392,P18825,ADA2C_HUMAN
DB01393,Q07869,PPARA_HUMAN
DB01393,Q8TE04,PANK1_HUMAN
DB01393,P04035,HMDH_HUMAN
DB01394,Q9H4B7,TBB1_HUMAN
DB01394,P07437,TBB2_HUMAN
DB01394,O15553,MEFV_HUMAN
DB01394,P08183,MDR1_HUMAN
DB01395,P06401,PRGR_HUMAN
DB01395,P03372,ESR1_HUMAN
DB01396,P05023,AT1A1_HUMAN
DB01396,P02768,ALBU_HUMAN
DB01399,P23219,PGH1_HUMAN
DB01399,P35354,PGH2_HUMAN
DB01400,P22303,ACES_HUMAN
DB01403,P35462,DRD3_HUMAN
DB01403,P35367,HRH1_HUMAN
DB01403,P11229,ACM1_HUMAN
DB01403,P08172,ACM2_HUMAN
DB01403,P20309,ACM3_HUMAN
DB01403,P08173,ACM4_HUMAN
DB01403,P08912,ACM5_HUMAN
DB01403,P35348,ADA1A_HUMAN
DB01403,P35368,ADA1B_HUMAN
DB01403,P25100,ADA1D_HUMAN
DB01403,P41595,5HT2B_HUMAN
DB01406,P03372,ESR1_HUMAN
DB01406,P30968,GNRHR_HUMAN
DB01406,Q96P88,GNRR2_HUMAN
DB01406,P13500,CCL2_HUMAN
DB01407,P07550,ADRB2_HUMAN
DB01407,P01138,NGF_HUMAN
DB01407,P01375,TNFA_HUMAN
DB01408,P07550,ADRB2_HUMAN
DB01409,P20309,ACM3_HUMAN
DB01410,P08185,CBG_HUMAN
DB01411,P01375,TNFA_HUMAN
DB01411,P05113,IL5_HUMAN
DB01411,P12724,ECP_HUMAN
DB01411,P19838,NFKB1_HUMAN
DB01411,Q9Y271,CLTR1_HUMAN
DB01415,P46059,S15A1_HUMAN
DB01418,P02763,A1AG1_HUMAN
DB01418,P02768,ALBU_HUMAN
DB01427,Q07343,PDE4B_HUMAN
DB01427,P01375,TNFA_HUMAN
DB01427,Q14432,PDE3A_HUMAN
DB01430,P05023,AT1A1_HUMAN
DB01452,P35372,OPRM_HUMAN
DB01463,Q01959,SC6A3_HUMAN
DB01520,Q8TCU5,NMD3A_HUMAN
DB01520,O60391,NMD3B_HUMAN
DB01520,Q12879,NMDE1_HUMAN
DB01520,Q14957,NMDE3_HUMAN
DB01520,Q13224,NMDE2_HUMAN
DB01520,O15399,NMDE4_HUMAN
DB01520,Q05586,NMDZ1_HUMAN
DB01544,Q9BY64,UDB28_HUMAN
DB01544,P47869,GBRA2_HUMAN
DB01544,P48169,GBRA4_HUMAN
DB01544,P31644,GBRA5_HUMAN
DB01544,Q16445,GBRA6_HUMAN
DB01544,P34903,GBRA3_HUMAN
DB01558,P47869,GBRA2_HUMAN
DB01567,P47869,GBRA2_HUMAN
DB01576,P35348,ADA1A_HUMAN
DB01576,P35368,ADA1B_HUMAN
DB01576,Q01959,SC6A3_HUMAN
DB01577,P35348,ADA1A_HUMAN
DB01577,P35368,ADA1B_HUMAN
DB01579,P35348,ADA1A_HUMAN
DB01579,P35368,ADA1B_HUMAN
DB01580,P08588,ADRB1_HUMAN
DB01580,P07550,ADRB2_HUMAN
DB01586,P52895,AK1C2_HUMAN
DB01588,P14867,GBRA1_HUMAN
DB01589,P14867,GBRA1_HUMAN
DB01590,P42345,FRAP_HUMAN
DB01591,P20309,ACM3_HUMAN
DB01591,P11229,ACM1_HUMAN
DB01595,P14867,GBRA1_HUMAN
DB01597,P16444,DPEP1_HUMAN
DB01600,P35354,PGH2_HUMAN
DB01608,P35368,ADA1B_HUMAN
DB01608,P35348,ADA1A_HUMAN
DB01608,P25100,ADA1D_HUMAN
DB01613,P16066,ANPRA_HUMAN
DB01613,P20594,ANPRB_HUMAN
DB01615,P35367,HRH1_HUMAN
DB01618,P14416,DRD2_HUMAN
DB01619,P35367,HRH1_HUMAN
DB01620,P35367,HRH1_HUMAN
DB01624,P21728,DRD1_HUMAN
DB01624,P21918,DRD5_HUMAN
DB01624,P14416,DRD2_HUMAN
DB01628,P35354,PGH2_HUMAN
DB01873,Q13748,TBA2_HUMAN
DB01873,P07437,TBB2_HUMAN
DB01873,Q9H4B7,TBB1_HUMAN
DB01873,P68371,TBB2C_HUMAN
DB01873,P04350,TBB4_HUMAN
DB01873,P68366,TBA1_HUMAN
DB01873,Q13509,TBB3_HUMAN
DB01873,Q9BQE3,TBA6_HUMAN
DB01873,Q9NY65,TBA8_HUMAN
DB01873,Q99867,TBB4Q_HUMAN
DB01873,P68363,TBAK_HUMAN
DB01873,Q71U36,TBA3_HUMAN
DB02300,P11473,VDR_HUMAN
DB02546,Q13547,HDAC1_HUMAN
DB02546,Q92769,HDAC2_HUMAN
DB02546,O15379,HDAC3_HUMAN
DB02546,Q9BY41,HDAC8_HUMAN
DB02638,P37288,V1AR_HUMAN
DB02638,P30518,V2R_HUMAN
DB02638,P47901,V1BR_HUMAN
DB02709,P02766,TTHY_HUMAN
DB02709,P16083,NQO2_HUMAN
DB02709,P23219,PGH1_HUMAN
DB02709,P68400,CSK21_HUMAN
DB02709,P35354,PGH2_HUMAN
DB03010,Q13748,TBA2_HUMAN
DB03010,P07437,TBB2_HUMAN
DB03010,Q9H4B7,TBB1_HUMAN
DB03010,P68371,TBB2C_HUMAN
DB03010,P04350,TBB4_HUMAN
DB03010,P68366,TBA1_HUMAN
DB03010,Q13509,TBB3_HUMAN
DB03010,Q9BQE3,TBA6_HUMAN
DB03010,Q9NY65,TBA8_HUMAN
DB03010,Q99867,TBB4Q_HUMAN
DB03010,P68363,TBAK_HUMAN
DB03010,Q71U36,TBA3_HUMAN
DB03496,P50613,CDK7_HUMAN
DB03496,Q00535,CDK5_HUMAN
DB03496,P50750,CDK9_HUMAN
DB03496,P06493,CDC2_HUMAN
DB03496,Q00534,CDK6_HUMAN
DB03496,P00533,EGFR_HUMAN
DB03496,O75100,O75100_HUMAN
DB03496,P11802,CDK4_HUMAN
DB03496,P49336,CDK8_HUMAN
DB03496,P24941,CDK2_HUMAN
DB03783,P23219,PGH1_HUMAN
DB03925,P08246,ELNE_HUMAN
DB04552,P51800,CLCKA_HUMAN
DB04573,P03372,ESR1_HUMAN
DB04575,P03372,ESR1_HUMAN
DB04690,P11387,TOP1_HUMAN
DB04711,P02768,ALBU_HUMAN
DB04786,Q9NXA8,SIRT5_HUMAN
DB04786,P00734,THRB_HUMAN
